edge name,provenance
NOG (ACTIVATION) TESC,CTD
NOG (INHIBITION) ARNT2,CTD
NOG (ACTIVATION) TNFSF15,CTD
NOG (ACTIVATION) GREM1,CTD
NOG (ACTIVATION) FLNC,CTD
NOG (INHIBITION) WIPF3,CTD
NOG (ACTIVATION) WNT4,CTD
NOG (ACTIVATION) TFPI2,CTD
NOG (ACTIVATION) HMCN1,CTD
NOG (ACTIVATION) LYPD6B,CTD
NOG (ACTIVATION) JPH1,CTD
NOG (ACTIVATION) EPCAM,CTD
NOG (INHIBITION) PTX3,CTD
NOG (INHIBITION) SFRP2,CTD
NOG (INHIBITION) MUC1,CTD
NOG (INHIBITION) KNDC1,CTD
NOG (ACTIVATION) MFAP5,CTD
NOG (ACTIVATION) ANKRD1,CTD
NOG (INHIBITION) KBTBD11,CTD
NOG (ACTIVATION) TMPRSS13,CTD
NOG (ACTIVATION) PRSS16,CTD
NOG (ACTIVATION) RAP1GAP2,CTD
NOG (ACTIVATION) PPP1R14C,CTD
NOG (INHIBITION) CHRDL1,CTD
NOG (INHIBITION) LSAMP,CTD
NOG (ACTIVATION) FRAS1,CTD
NOG (ACTIVATION) SUSD2,CTD
NOG (INHIBITION) MLF1,CTD
NOG (INHIBITION) KIAA1324L,CTD
NOG (INHIBITION) KLHL29,CTD
NOG (ACTIVATION) CXCL5,CTD
NOG (INHIBITION) NPTX2,CTD
NOG (INHIBITION) CAPN6,CTD
NOG (INHIBITION) TMEM163,CTD
NOG (ACTIVATION) SDK1,CTD
NOG (ACTIVATION) TMEM100,CTD
NOG (ACTIVATION) PKP3,CTD
NOG (ACTIVATION) VLDLR,CTD
NOG (INHIBITION) SLC4A11,CTD
NOG (INHIBITION) FBLN1,CTD
NOG (ACTIVATION) ATP2C2,CTD
NOG (INHIBITION) NRXN3,CTD
NOG (ACTIVATION) LARP6,CTD
NOG (ACTIVATION) TC2N,CTD
NOG (ACTIVATION) NTS,CTD
NOG (ACTIVATION) SULT1C4,CTD
NOG (ACTIVATION) SGPP2,CTD
NOG (INHIBITION) RASGEF1A,CTD
NOG (ACTIVATION) PPP2R2C,CTD
NOG (ACTIVATION) CALB2,CTD
NOG (ACTIVATION) DUOX2,CTD
NOG (ACTIVATION) GPM6A,CTD
NOG (INHIBITION) CTNND2,CTD
NOG (INHIBITION) EVC2,CTD
NOG (ACTIVATION) PLAC8,CTD
NOG (INHIBITION) TPSG1,CTD
NOG (ACTIVATION) OVOL2,CTD
NOG (ACTIVATION) PHLDA3,CTD
NOG (ACTIVATION) SAMD5,CTD
NOG (INHIBITION) ENPP5,CTD
NOG (ACTIVATION) TMC5,CTD
NOG (INHIBITION) CHIT1,CTD
NOG (ACTIVATION) GULP1,CTD
NOG (ACTIVATION) MLXIPL,CTD
NOG (ACTIVATION) KLF15,CTD
NOG (ACTIVATION) FAM184A,CTD
NOG (INHIBITION) VSNL1,CTD
NOG (ACTIVATION) DCXR,CTD
NOG (INHIBITION) PROC,CTD
NOG (INHIBITION) APOM,CTD
NOG (ACTIVATION) SLC47A1,CTD
NOG (ACTIVATION) PCP4L1,CTD
NOG (ACTIVATION) BHMT,CTD
NOG (INHIBITION) APOH,CTD
NOG (INHIBITION) CECR2,CTD
NOG (INHIBITION) PIPOX,CTD
NOG (INHIBITION) PCOLCE2,CTD
NOG (ACTIVATION) APOA2,CTD
NOG (ACTIVATION) PAGE4,CTD
NOG (INHIBITION) THBS4,CTD
NOG (INHIBITION) SLC1A2,CTD
NOG (INHIBITION) PFKFB1,CTD
NOG (INHIBITION) CA4,CTD
NOG (ACTIVATION) ADGRA2,CTD
NOG (INHIBITION) LTBP3,CTD
NOG (INHIBITION) PLPP4,CTD
NOG (ACTIVATION) SCML1,CTD
NOG (INHIBITION) HDGFL3,CTD
NOG (ACTIVATION) MEDAG,CTD
NOG (INHIBITION) ARHGEF25,CTD
NOG (ACTIVATION) LHFPL6,CTD
NOG (ACTIVATION) PXN,CTD
NOG (INHIBITION) ANOS1,CTD
NOG (ACTIVATION) P3H2,CTD
NOG (INHIBITION) GALNT16,CTD
NOG (INHIBITION) GALNT17,CTD
NOG (ACTIVATION) TNNC1,CTD
NOG (INHIBITION) GUCY1A1,CTD
NOG (ACTIVATION) RORA,CTD
NOG (INHIBITION) CTSO,CTD
NOG (ACTIVATION) TENM4,CTD
NOG (INHIBITION) GUCY1B1,CTD
NOG (INHIBITION) STN1,CTD
NOG (INHIBITION) SHISAL1,CTD
NOG (INHIBITION) KIRREL1,CTD
NOG (INHIBITION) RFLNA,CTD
NOG (INHIBITION) LPCAT4,CTD
NOG (ACTIVATION) CNRIP1,CTD
NOG (INHIBITION) SLC25A37,CTD
NOG (ACTIVATION) GALNT13,CTD
NOG (INHIBITION) PNMA8A,CTD
NOG (ACTIVATION) SPECC1,CTD
NOG (ACTIVATION) HACD1,CTD
NOG (ACTIVATION) HK2,CTD
NOG (INHIBITION) TAFA5,CTD
NOG (ACTIVATION) BICDL2,CTD
NOG (ACTIVATION) ALKAL2,CTD
NOG (INHIBITION) ACKR1,CTD
NOG (ACTIVATION) SELENOP,CTD
NOG (ACTIVATION) ECRG4,CTD
NOG (ACTIVATION) STK4,CTD
NOG (ACTIVATION) NAT1,CTD
NOG (INHIBITION) KCTD11,CTD
NOG (ACTIVATION) SPX,CTD
NOG (ACTIVATION) EGF,CTD
NOG (INHIBITION) HES1,CTD
NOG (ACTIVATION) FOXA2,CTD
NOG (ACTIVATION) EGR1,CTD
NOG (ACTIVATION) MEF2C,CTD
NOG (INHIBITION) POU4F1,CTD
NOG (ACTIVATION) NOG,CTD
NOG (INHIBITION) ACTA2,CTD
NOG (ACTIVATION) ABCB4,CTD
NOG (ACTIVATION) HSPA1A,CTD
NOG (ACTIVATION) BID,CTD
NOG (INHIBITION) TRIM33,CTD
NOG (INHIBITION) PIK3CA,CTD
NOG (ACTIVATION) HMOX1,CTD
NOG (ACTIVATION) AKR1B10,CTD
NOG (ACTIVATION) VEGFA,CTD
NOG (INHIBITION) CALD1,CTD
NOG (INHIBITION) TNFSF11,CTD
NOG (ACTIVATION) BDNF,CTD
NOG (ACTIVATION) S100B,CTD
NOG (ACTIVATION) AHR,CTD
NOG (INHIBITION) FGF8,CTD
NOG (ACTIVATION) CSF1,CTD
NOG (ACTIVATION) F2,CTD
NOG (ACTIVATION) EDN1,CTD
NOG (ACTIVATION) GSN,CTD
NOG (ACTIVATION) PPARG,CTD
NOG (ACTIVATION) VEGFC,CTD
NOG (ACTIVATION) PPARA,CTD
NOG (ACTIVATION) PRODH,CTD
NOG (ACTIVATION) CTNNB1,CTD
NOG (ACTIVATION) FN1,CTD
NOG (ACTIVATION) NFE2L2,CTD
NOG (ACTIVATION) ICAM1,CTD
NOG (ACTIVATION) TAC1,CTD
NOG (ACTIVATION) NQO1,CTD
NOG (ACTIVATION) CFD,CTD
NOG (INHIBITION) C5,CTD
NOG (ACTIVATION) BMP2,CTD
NOG (ACTIVATION) EPAS1,CTD
NOG (ACTIVATION) BMP4,CTD
NOG (ACTIVATION) YAP1,CTD
NOG (ACTIVATION) BMP6,CTD
NOG (ACTIVATION) INHBA,CTD
NOG (ACTIVATION) AP1S1,CTD
NOG (ACTIVATION) BCL2L1,CTD
NOG (ACTIVATION) VDAC1,CTD
NOG (INHIBITION) AR,CTD
NOG (INHIBITION) CXCR4,CTD
NOG (ACTIVATION) PKM,CTD
NOG (ACTIVATION) LY96,CTD
NOG (ACTIVATION) TLR4,CTD
NOG (INHIBITION) SMAD4,CTD
NOG (ACTIVATION) JUN,CTD
NOG (ACTIVATION) LEF1,CTD
NOG (INHIBITION) ARNT,CTD
NOG (ACTIVATION) FOS,CTD
NOG (INHIBITION) EGFR,CTD
NOG (INHIBITION) NFX1,CTD
NOG (ACTIVATION) NR3C1,CTD
NOG (INHIBITION) PTCH1,CTD
NOG (ACTIVATION) NRIP1,CTD
NOG (ACTIVATION) ADRB2,CTD
NOG (ACTIVATION) VDR,CTD
NOG (INHIBITION) RELB,CTD
NOG (INHIBITION) MPP2,CTD
NOG (INHIBITION) GDNF,CTD
NOG (INHIBITION) PVT1,CTD
NOG (ACTIVATION) FGF13,CTD
NOG (ACTIVATION) HEBP1,CTD
NOG (ACTIVATION) AREG,CTD
NOG (INHIBITION) NDUFA2,CTD
NOG (INHIBITION) TCF7L2,CTD
NOG (INHIBITION) HDAC9,CTD
NOG (ACTIVATION) SPTLC3,CTD
NOG (ACTIVATION) ENO1,CTD
NOG (ACTIVATION) GATA3,CTD
NOG (ACTIVATION) ETS1,CTD
NOG (ACTIVATION) JDP2,CTD
NOG (ACTIVATION) EOMES,CTD
NOG (ACTIVATION) GATA2,CTD
NOG (ACTIVATION) SLC39A8,CTD
NOG (INHIBITION) KRAS,CTD
NOG (ACTIVATION) AKR1B1,CTD
NOG (ACTIVATION) CCND1,CTD
NOG (ACTIVATION) TP63,CTD
NOG (ACTIVATION) TFAP2C,CTD
NOG (ACTIVATION) KIT,CTD
NOG (ACTIVATION) PPARGC1A,CTD
NOG (ACTIVATION) PML,CTD
NOG (ACTIVATION) MDM2,CTD
NOG (ACTIVATION) CITED2,CTD
NOG (ACTIVATION) CDKN1A,CTD
NOG (ACTIVATION) KEAP1,CTD
NOG (ACTIVATION) SQSTM1,CTD
NOG (INHIBITION) TGFBI,CTD
NOG (ACTIVATION) CYP1A1,CTD
NOG (INHIBITION) FASN,CTD
NOG (INHIBITION) MAP3K20,CTD
NOG (ACTIVATION) DDIT4,CTD
NOG (INHIBITION) SRC,CTD
NOG (INHIBITION) MAPK12,CTD
NOG (INHIBITION) SMAD2,CTD
NOG (INHIBITION) FOXH1,CTD
NOG (ACTIVATION) JAK1,CTD
NOG (ACTIVATION) LCK,CTD
NOG (ACTIVATION) TNIK,CTD
NOG (INHIBITION) JAK3,CTD
NOG (ACTIVATION) MAF,CTD
NOG (ACTIVATION) PITX2,CTD
NOG (ACTIVATION) PIM1,CTD
NOG (ACTIVATION) ATF3,CTD
NOG (ACTIVATION) EGR4,CTD
NOG (INHIBITION) IRF7,CTD
NOG (ACTIVATION) SMARCA4,CTD
NOG (INHIBITION) LGALS1,CTD
NOG (ACTIVATION) CD3D,CTD
NOG (ACTIVATION) CD44,CTD
NOG (INHIBITION) KAT2B,CTD
NOG (ACTIVATION) PCBP4,CTD
NOG (ACTIVATION) RNF128,CTD
NOG (ACTIVATION) NFATC1,CTD
NOG (INHIBITION) CREM,CTD
NOG (ACTIVATION) CEBPZ,CTD
NOG (ACTIVATION) PPP3CA,CTD
NOG (INHIBITION) BRIP1,CTD
NOG (ACTIVATION) RASSF3,CTD
NOG (ACTIVATION) FAS,CTD
NOG (ACTIVATION) CHGA,CTD
NOG (INHIBITION) TCF7L1,CTD
NOG (ACTIVATION) SMARCA2,CTD
NOG (ACTIVATION) IL27RA,CTD
NOG (INHIBITION) MTSS1,CTD
NOG (ACTIVATION) TARP,CTD
NOG (ACTIVATION) MITF,CTD
NOG (ACTIVATION) KITLG,CTD
NOG (ACTIVATION) THPO,CTD
NOG (ACTIVATION) PTEN,CTD
NOG (INHIBITION) MAP2K6,CTD
NOG (ACTIVATION) FOXO1,CTD
NOG (INHIBITION) DDB2,CTD
NOG (INHIBITION) TGIF1,CTD
NOG (ACTIVATION) CAV1,CTD
NOG (ACTIVATION) PDGFB,CTD
NOG (ACTIVATION) NDFIP1,CTD
NOG (ACTIVATION) CYLD,CTD
NOG (ACTIVATION) BCL6,CTD
NOG (INHIBITION) FOXG1,CTD
NOG (INHIBITION) CREBBP,CTD
NOG (ACTIVATION) KLF4,CTD
NOG (INHIBITION) TRPV1,CTD
NOG (INHIBITION) CPAMD8,CTD
NOG (ACTIVATION) MIR21,CTD
NOG (INHIBITION) RRAD,CTD
NOG (ACTIVATION) RNASEH2A,CTD
NOG (ACTIVATION) CDH15,CTD
NOG (ACTIVATION) MMP28,CTD
NOG (ACTIVATION) PXMP2,CTD
NOG (ACTIVATION) CSTB,CTD
NOG (INHIBITION) FMNL3,CTD
NOG (INHIBITION) AES,CTD
INS (ACTIVATION) LUM,CTD
INS (ACTIVATION) DCN,CTD
INS (ACTIVATION) CPZ,CTD
INS (ACTIVATION) ISLR,CTD
INS (ACTIVATION) GEM,CTD
INS (ACTIVATION) EFEMP1,CTD
INS (ACTIVATION) ALDH1A3,CTD
INS (ACTIVATION) SRPX,CTD
INS (INHIBITION) DPYSL3,CTD
INS (INHIBITION) GFPT2,CTD
INS (ACTIVATION) PODN,CTD
INS (INHIBITION) ITGA11,CTD
INS (ACTIVATION) HAND2,CTD
INS (INHIBITION) VCAN,CTD
INS (INHIBITION) PTGIR,CTD
INS (ACTIVATION) CRISPLD2,CTD
INS (INHIBITION) COL12A1,CTD
INS (INHIBITION) ASPN,CTD
INS (ACTIVATION) MGP,CTD
INS (ACTIVATION) MXRA5,CTD
INS (INHIBITION) SVEP1,CTD
INS (INHIBITION) MAP1A,CTD
INS (ACTIVATION) FAP,CTD
INS (INHIBITION) PHLDB1,CTD
INS (ACTIVATION) TGFB3,CTD
INS (INHIBITION) COL8A2,CTD
INS (INHIBITION) PLAT,CTD
INS (ACTIVATION) MFAP4,CTD
INS (INHIBITION) LAMA1,CTD
INS (INHIBITION) CTBP2,CTD
INS (ACTIVATION) PDE1A,CTD
INS (ACTIVATION) PDPN,CTD
INS (ACTIVATION) LHFP,CTD
INS (INHIBITION) AMPH,CTD
INS (ACTIVATION) COL8A1,CTD
INS (INHIBITION) MYOF,CTD
INS (ACTIVATION) MXRA8,CTD
INS (ACTIVATION) JAG1,CTD
INS (INHIBITION) STMN2,CTD
INS (ACTIVATION) SPON1,CTD
INS (INHIBITION) ITGA3,CTD
INS (INHIBITION) SULF1,CTD
INS (ACTIVATION) FMOD,CTD
INS (ACTIVATION) FLRT2,CTD
INS (INHIBITION) TMEM173,CTD
INS (ACTIVATION) FOXF2,CTD
INS (ACTIVATION) SSPN,CTD
INS (INHIBITION) FGFR1,CTD
INS (ACTIVATION) FAM171B,CTD
INS (ACTIVATION) MEIS3,CTD
INS (ACTIVATION) IGFBP5,CTD
INS (INHIBITION) COL6A1,CTD
INS (INHIBITION) PCDHGA12,CTD
INS (INHIBITION) HSPB7,CTD
INS (ACTIVATION) NTRK2,CTD
INS (INHIBITION) CCL2,CTD
INS (ACTIVATION) PDZRN3,CTD
INS (ACTIVATION) C1QTNF1,CTD
INS (INHIBITION) OLFML2A,CTD
INS (INHIBITION) FZD2,CTD
INS (INHIBITION) HAS1,CTD
INS (ACTIVATION) LAMC2,CTD
INS (ACTIVATION) NGFR,CTD
INS (ACTIVATION) FSTL1,CTD
INS (INHIBITION) TEK,CTD
INS (INHIBITION) VGLL3,CTD
INS (ACTIVATION) SAMD14,CTD
INS (ACTIVATION) PTH1R,CTD
INS (INHIBITION) DACT1,CTD
INS (ACTIVATION) GPBAR1,CTD
INS (INHIBITION) TMEM159,CTD
INS (ACTIVATION) NRP2,CTD
INS (ACTIVATION) SLIT3,CTD
INS (INHIBITION) IGF1R,CTD
INS (INHIBITION) MEGF6,CTD
INS (ACTIVATION) PROCR,CTD
INS (ACTIVATION) RNF150,CTD
INS (ACTIVATION) RAI2,CTD
INS (ACTIVATION) PDGFRA,CTD
INS (ACTIVATION) SULF2,CTD
INS (ACTIVATION) ADRA2A,CTD
INS (INHIBITION) ADAMTSL1,CTD
INS (ACTIVATION) DNAH2,CTD
INS (INHIBITION) ABI3BP,CTD
INS (INHIBITION) IGFBP6,CTD
INS (ACTIVATION) PRKG1,CTD
INS (INHIBITION) CNN1,CTD
INS (ACTIVATION) EFS,CTD
INS (INHIBITION) METRNL,CTD
INS (ACTIVATION) OGN,CTD
INS (ACTIVATION) OMD,CTD
INS (INHIBITION) BNC2,CTD
INS (INHIBITION) TIMP1,CTD
INS (INHIBITION) PAMR1,CTD
INS (ACTIVATION) CXCL12,CTD
INS (ACTIVATION) TMEM200C,CTD
INS (ACTIVATION) CILP,CTD
INS (ACTIVATION) FRZB,CTD
INS (INHIBITION) TMEM200A,CTD
INS (ACTIVATION) SRPX2,CTD
INS (INHIBITION) TNXB,CTD
INS (INHIBITION) DOK5,CTD
INS (INHIBITION) SERPINE2,CTD
INS (ACTIVATION) DPT,CTD
INS (ACTIVATION) CLSTN2,CTD
INS (ACTIVATION) CRABP2,CTD
INS (INHIBITION) PFKP,CTD
INS (ACTIVATION) TWIST2,CTD
INS (ACTIVATION) CORO2B,CTD
INS (ACTIVATION) MAMDC2,CTD
INS (ACTIVATION) SMOC2,CTD
INS (ACTIVATION) ANXA3,CTD
INS (ACTIVATION) ISYNA1,CTD
INS (INHIBITION) ITPR3,CTD
INS (ACTIVATION) OLFML3,CTD
INS (INHIBITION) PLXNA4,CTD
INS (ACTIVATION) ZDHHC1,CTD
INS (INHIBITION) RHOV,CTD
INS (ACTIVATION) SCARA5,CTD
INS (INHIBITION) AHNAK2,CTD
INS (ACTIVATION) IL1RL1,CTD
INS (INHIBITION) IL6,CTD
INS (INHIBITION) KRT19,CTD
INS (ACTIVATION) HSPB6,CTD
INS (INHIBITION) HTR2B,CTD
INS (INHIBITION) ACAN,CTD
INS (ACTIVATION) TMEM158,CTD
INS (ACTIVATION) NKD2,CTD
INS (ACTIVATION) FZD7,CTD
INS (ACTIVATION) NAP1L3,CTD
INS (INHIBITION) CH25H,CTD
INS (ACTIVATION) APCDD1,CTD
INS (ACTIVATION) RASAL1,CTD
INS (ACTIVATION) SRRM3,CTD
INS (INHIBITION) ARNT2,CTD
INS (INHIBITION) FLNC,CTD
INS (INHIBITION) GREM1,CTD
INS (INHIBITION) TFPI2,CTD
INS (INHIBITION) COLEC11,CTD
INS (ACTIVATION) SFRP2,CTD
INS (INHIBITION) KBTBD11,CTD
INS (ACTIVATION) CHRDL1,CTD
INS (INHIBITION) MMP11,CTD
INS (ACTIVATION) MLF1,CTD
INS (ACTIVATION) KLHL29,CTD
INS (ACTIVATION) KIAA1324L,CTD
INS (INHIBITION) CXCL5,CTD
INS (ACTIVATION) TRPV4,CTD
INS (INHIBITION) PRRX2,CTD
INS (ACTIVATION) FBLN1,CTD
INS (INHIBITION) LARP6,CTD
INS (INHIBITION) CALB2,CTD
INS (ACTIVATION) FAM171A1,CTD
INS (INHIBITION) MLXIPL,CTD
INS (ACTIVATION) TF,CTD
INS (ACTIVATION) DCXR,CTD
INS (INHIBITION) BHMT2,CTD
INS (ACTIVATION) ITIH1,CTD
INS (INHIBITION) GREM2,CTD
INS (ACTIVATION) CDO1,CTD
INS (ACTIVATION) AZGP1,CTD
INS (ACTIVATION) RBP4,CTD
INS (ACTIVATION) LTBP3,CTD
INS (INHIBITION) SCML1,CTD
INS (INHIBITION) GALNT16,CTD
INS (ACTIVATION) STN1,CTD
INS (ACTIVATION) ZNF32,CTD
INS (ACTIVATION) CLMP,CTD
INS (ACTIVATION) GALNT15,CTD
INS (INHIBITION) HK2,CTD
INS (ACTIVATION) SELENOP,CTD
INS (INHIBITION) CEMIP,CTD
INS (INHIBITION) CXCL8,CTD
INS (ACTIVATION) FMO4,CTD
INS (ACTIVATION) MEF2C,CTD
INS (ACTIVATION) IL1B,CTD
INS (ACTIVATION) LEP,CTD
INS (ACTIVATION) HSPA1A,CTD
INS (ACTIVATION) AKT1,CTD
INS (INHIBITION) HMOX1,CTD
INS (ACTIVATION) RHOA,CTD
INS (ACTIVATION) VEGFA,CTD
INS (ACTIVATION) IGF1,CTD
INS (INHIBITION) S100B,CTD
INS (ACTIVATION) PPARG,CTD
INS (ACTIVATION) GSN,CTD
INS (ACTIVATION) VEGFC,CTD
INS (INHIBITION) IGF2,CTD
INS (ACTIVATION) CTNNB1,CTD
INS (INHIBITION) HIF1A,CTD
INS (INHIBITION) ALPK1,CTD
INS (INHIBITION) ICAM1,CTD
INS (ACTIVATION) ELANE,CTD
INS (ACTIVATION) CFD,CTD
INS (ACTIVATION) C5,CTD
INS (ACTIVATION) NTN1,CTD
INS (ACTIVATION) ADIPOQ,CTD
INS (ACTIVATION) YAP1,CTD
INS (INHIBITION) BMP6,CTD
INS (INHIBITION) INHBA,CTD
INS (INHIBITION) VDAC1,CTD
INS (INHIBITION) PKM,CTD
INS (ACTIVATION) LY96,CTD
INS (ACTIVATION) TLR4,CTD
INS (ACTIVATION) TAF12,CTD
INS (ACTIVATION) PTCH1,CTD
INS (INHIBITION) INSR,CTD
INS (INHIBITION) ZNF225,CTD
INS (INHIBITION) TP53BP1,CTD
INS (INHIBITION) VDAC2,CTD
INS (INHIBITION) AREG,CTD
INS (INHIBITION) HDAC7,CTD
INS (INHIBITION) KAT2A,CTD
INS (ACTIVATION) SRPR,CTD
INS (INHIBITION) ENO1,CTD
INS (ACTIVATION) JDP2,CTD
INS (ACTIVATION) STAT3,CTD
INS (ACTIVATION) TNFSF10,CTD
INS (INHIBITION) AKR1B1,CTD
INS (ACTIVATION) CCND1,CTD
INS (ACTIVATION) FOXO3,CTD
INS (INHIBITION) PPARGC1A,CTD
INS (INHIBITION) RXRA,CTD
INS (ACTIVATION) ERCC4,CTD
INS (INHIBITION) SQSTM1,CTD
INS (ACTIVATION) FASN,CTD
INS (ACTIVATION) NR1H3,CTD
INS (INHIBITION) NCOA6,CTD
INS (ACTIVATION) CEBPA,CTD
INS (ACTIVATION) TLE1,CTD
INS (ACTIVATION) SKI,CTD
INS (ACTIVATION) IRF4,CTD
INS (ACTIVATION) NFKBIA,CTD
INS (INHIBITION) PPP3CA,CTD
INS (ACTIVATION) DAP,CTD
INS (INHIBITION) TCF7L1,CTD
INS (ACTIVATION) SMARCA2,CTD
INS (ACTIVATION) ERAL1,CTD
INS (INHIBITION) ETS2,CTD
INS (ACTIVATION) HBP1,CTD
INS (INHIBITION) KITLG,CTD
INS (ACTIVATION) CDKN1B,CTD
INS (ACTIVATION) PTEN,CTD
INS (ACTIVATION) FOXO1,CTD
INS (ACTIVATION) RASSF1,CTD
INS (ACTIVATION) ATG5,CTD
INS (INHIBITION) ATG7,CTD
INS (ACTIVATION) DHCR24,CTD
INS (ACTIVATION) NDFIP1,CTD
INS (INHIBITION) PTMA,CTD
INS (INHIBITION) PPIA,CTD
INS (INHIBITION) TRPV1,CTD
INS (ACTIVATION) TXLNG,CTD
INS (ACTIVATION) NOC2L,CTD
INS (ACTIVATION) AGTR1,CTD
INS (ACTIVATION) PXMP2,CTD
INS (ACTIVATION) RORA,CTD
INS (ACTIVATION) MAP3K20,CTD
pirinixic acid/PPARA (ACTIVATION) THBS2,CTD
pirinixic acid/PPARA (ACTIVATION) COL16A1,CTD
pirinixic acid/PPARA (INHIBITION) GGT5,CTD
pirinixic acid/PPARA (INHIBITION) ECM1,CTD
pirinixic acid/PPARA (ACTIVATION) SRPX,CTD
pirinixic acid/PPARA (INHIBITION) VCAN,CTD
pirinixic acid/PPARA (INHIBITION) MOXD1,CTD
pirinixic acid/PPARA (INHIBITION) STMN2,CTD
pirinixic acid/PPARA (INHIBITION) RCAN2,CTD
pirinixic acid/PPARA (ACTIVATION) AFAP1,CTD
pirinixic acid/PPARA (ACTIVATION) DKK2,CTD
pirinixic acid/PPARA (INHIBITION) MN1,CTD
pirinixic acid/PPARA (ACTIVATION) ARMCX2,CTD
pirinixic acid/PPARA (ACTIVATION) FSTL1,CTD
pirinixic acid/PPARA (INHIBITION) PRSS23,CTD
pirinixic acid/PPARA (INHIBITION) MEGF6,CTD
pirinixic acid/PPARA (INHIBITION) PROCR,CTD
pirinixic acid/PPARA (INHIBITION) TPPP3,CTD
pirinixic acid/PPARA (INHIBITION) PDGFRA,CTD
pirinixic acid/PPARA (ACTIVATION) FHL2,CTD
pirinixic acid/PPARA (ACTIVATION) CTXN1,CTD
pirinixic acid/PPARA (INHIBITION) STMN3,CTD
pirinixic acid/PPARA (ACTIVATION) CILP,CTD
pirinixic acid/PPARA (ACTIVATION) CTHRC1,CTD
pirinixic acid/PPARA (INHIBITION) GPRC5A,CTD
pirinixic acid/PPARA (INHIBITION) SYT13,CTD
pirinixic acid/PPARA (ACTIVATION) PRSS35,CTD
pirinixic acid/PPARA (ACTIVATION) SPINT2,CTD
pirinixic acid/PPARA (ACTIVATION) UCHL1,CTD
pirinixic acid/PPARA (INHIBITION) PADI2,CTD
pirinixic acid/PPARA (INHIBITION) TGFB2,CTD
pirinixic acid/PPARA (INHIBITION) HAPLN3,CTD
pirinixic acid/PPARA (ACTIVATION) SPINT1,CTD
pirinixic acid/PPARA (ACTIVATION) TGFA,CTD
pirinixic acid/PPARA (ACTIVATION) BICC1,CTD
pirinixic acid/PPARA (ACTIVATION) ITGB6,CTD
pirinixic acid/PPARA (INHIBITION) IL1RL1,CTD
pirinixic acid/PPARA (INHIBITION) SEL1L3,CTD
pirinixic acid/PPARA (INHIBITION) CDH6,CTD
pirinixic acid/PPARA (ACTIVATION) PDE3A,CTD
pirinixic acid/PPARA (INHIBITION) OXTR,CTD
pirinixic acid/PPARA (INHIBITION) LRRN2,CTD
pirinixic acid/PPARA (INHIBITION) PROM1,CTD
pirinixic acid/PPARA (INHIBITION) TMEM158,CTD
pirinixic acid/PPARA (ACTIVATION) FZD7,CTD
pirinixic acid/PPARA (INHIBITION) CDSN,CTD
pirinixic acid/PPARA (INHIBITION) TESC,CTD
pirinixic acid/PPARA (INHIBITION) ANKRD1,CTD
pirinixic acid/PPARA (ACTIVATION) RAP1GAP2,CTD
pirinixic acid/PPARA (ACTIVATION) PKHD1,CTD
pirinixic acid/PPARA (INHIBITION) FAM167A,CTD
pirinixic acid/PPARA (INHIBITION) CAPN6,CTD
pirinixic acid/PPARA (ACTIVATION) VLDLR,CTD
pirinixic acid/PPARA (ACTIVATION) HUNK,CTD
pirinixic acid/PPARA (INHIBITION) NTS,CTD
pirinixic acid/PPARA (INHIBITION) GJB3,CTD
pirinixic acid/PPARA (INHIBITION) MST1R,CTD
pirinixic acid/PPARA (INHIBITION) PHLDA3,CTD
pirinixic acid/PPARA (INHIBITION) OVOL2,CTD
pirinixic acid/PPARA (INHIBITION) GULP1,CTD
pirinixic acid/PPARA (INHIBITION) CHIT1,CTD
pirinixic acid/PPARA (INHIBITION) F10,CTD
pirinixic acid/PPARA (ACTIVATION) PRODH2,CTD
pirinixic acid/PPARA (INHIBITION) LIME1,CTD
pirinixic acid/PPARA (INHIBITION) BHMT,CTD
pirinixic acid/PPARA (ACTIVATION) BHMT2,CTD
pirinixic acid/PPARA (ACTIVATION) SULT1E1,CTD
pirinixic acid/PPARA (INHIBITION) SHD,CTD
pirinixic acid/PPARA (ACTIVATION) APOA2,CTD
pirinixic acid/PPARA (ACTIVATION) CDO1,CTD
pirinixic acid/PPARA (INHIBITION) PKLR,CTD
pirinixic acid/PPARA (INHIBITION) CPN1,CTD
pirinixic acid/PPARA (INHIBITION) DAO,CTD
pirinixic acid/PPARA (ACTIVATION) PXMP2,CTD
pirinixic acid/PPARA (INHIBITION) GUCY1A1,CTD
pirinixic acid/PPARA (INHIBITION) RORA,CTD
pirinixic acid/PPARA (INHIBITION) STN1,CTD
pirinixic acid/PPARA (ACTIVATION) CNRIP1,CTD
pirinixic acid/PPARA (ACTIVATION) SLC25A37,CTD
pirinixic acid/PPARA (INHIBITION) BICDL2,CTD
pirinixic acid/PPARA (ACTIVATION) PEMT,CTD
pirinixic acid/PPARA (INHIBITION) PLPPR1,CTD
pirinixic acid/PPARA (ACTIVATION) AKR1B10,CTD
pirinixic acid/PPARA (INHIBITION) TNFSF11,CTD
pirinixic acid/PPARA (ACTIVATION) PPARA,CTD
pirinixic acid/PPARA (INHIBITION) IL1RN,CTD
pirinixic acid/PPARA (INHIBITION) BMP2,CTD
pirinixic acid/PPARA (INHIBITION) BRAF,CTD
pirinixic acid/PPARA (ACTIVATION) CYP3A4,CTD
pirinixic acid/PPARA (ACTIVATION) PPARD,CTD
