Genes	Log2FC	padj	volcano
KANK2	0.28903892477727	0.106195217622361	0.281493575426931
KANK3	0.937739704482634	1.09126398499716e-07	6.52860963091888
KANK4	-0.144959468872564	0.998644052037285	-8.54217629336548e-05
KARS	-0.11095137047447	0.278264041723856	-0.061638247347103
KAT2A	-0.580677849559053	1.98480863768026e-05	-2.73051062740746
KAT2B	-0.294427666047489	0.158908449792773	-0.235204426960148
KAT5	-0.155230321107567	0.0104134149568168	-0.307729648068029
KATNA1	-0.155676846344351	0.184790884148358	-0.114160860368003
KATNAL1	0.0381377323546364	0.766947063458425	0.00439478675506453
KATNAL2	-0.145559350043816	0.54722352872142	-0.0381125670216709
KATNB1	-0.116229399387188	0.290589843992026	-0.0623825930518043
KAZALD1	0.305123423223259	0.348191800677649	0.139801895530112
KLHL41	0.437057579930732	0.564668735950861	0.108480426098625
KBTBD2	0.0751549896460949	0.228063431534986	0.0482453206313794
KBTBD3	-0.356083154537705	0.00355662728362333	-0.872033987634777
KBTBD4	0.132806477950289	0.898460604137071	0.00617562887302142
KBTBD6	-0.438794514716978	4.03614673287448e-05	-1.92807760136338
KBTBD7	0.0921880683955583	0.707071698240398	0.0138776733794081
KBTBD8	0.247675015797066	0.354323385659726	0.111602407417274
KCMF1	-0.279106469885405	0.000477216994564934	-0.926991880277504
KCNAB1	0.333287677013517	0.0298543372500661	0.508261229609979
KCNAB3	0.484129976003994	0.0129228341028715	0.914348317927079
KCNB1	-0.377161028899041	0.709577547194641	-0.0561970442682295
KCNC3	-0.252976744056784	0.321540213785944	-0.124658010358122
KCNE1	-0.114206461502455	0.892720877912089	-0.00562858646263002
KCNE5	-0.661624611612205	0.034571679669951	-0.966818494669193
KCNE2	-0.58053989863207	0.016630374801047	-1.03283735104757
KCNE3	-0.243355528976666	0.0332487207530084	-0.359734241313784
KCNG2	0.408308182839753	0.204785156144885	0.281202468762282
KCNH4	0.740568876142169	0.00408070463063662	1.76941517675095
KCNIP2	-0.3168184622996	0.0307356720265692	-0.479142710025028
KCNIP4	0.476030371282654	0.00261332374557199	1.22949447299188
KCNJ10	-0.196889769249685	0.923013583943207	-0.00685017062714803
KCNJ11	0.457741259869503	0.222138731159852	0.2990770220915
KCNJ14	-0.176178888649733	0.325471568002157	-0.0858849079909497
KCNJ15	0.662891428346601	0.0582573226960691	0.818438555921567
KCNJ2	0.451181683504114	0.0159367377671483	0.811044452996877
KCNJ3	-0.366305947220518	0.51331932432203	-0.106086739403859
KCNJ4	-0.891541944480066	0.0389344093701362	-1.25677673144435
KCNJ5	0.74055542700308	0.00274960169082943	1.89636265692581
KCNK1	0.295790806577544	0.97530707216952	0.00321188192224877
KCNK7	-0.849237986414965	0.000958197577800765	-2.56346301937443
KCNK9	-0.217784471447434	0.630814119387979	-0.0435783666420028
KCNMA1	0.320387336012967	0.276625819077255	0.178810506934716
KCNMB2	-0.0962397031331328	0.527640778306911	-0.0267220745477961
KCNMB3	-0.416094448521743	0.0124940352712829	-0.791951428912804
KCNN1	-0.0367303287368239	0.562023321541471	-0.00919160545633816
KCNN3	0.717276409630049	0.00173352048554033	1.98045110924088
KCNQ1OT1	-0.165686937468323	0.308367180155433	-0.0846547335779134
KCNRG	-0.624688015281735	0.00816715384379034	-1.30430438771222
KCNT2	-0.401090663990562	0.273302382377404	-0.225957065756422
KCP	-0.0469241190769605	0.794409491889627	-0.00469032732132082
KCTD10	0.536790093789073	5.00490331857104e-09	4.45568216473892
KCTD11	0.622917742539581	2.90974675545007e-07	4.07148056834031
KCTD13	0.208076106931759	0.223499622334722	0.135399951476557
KCTD14	-0.857392930439032	0.00515794206688137	-1.96130651148745
KCTD18	-0.165298013982137	0.053213875556767	-0.21058555560125
KCTD20	-0.0627167784953873	0.308367180155433	-0.0320439996991742
KCTD2	-0.20485318636428	0.045453573439933	-0.275001466125005
KCTD21	-0.405911271196541	0.00304552650245469	-1.02140980082547
KCTD3	-0.273521909357222	0.0734137058378786	-0.310234800306681
KCTD5	0.0117578680770773	0.901215060300752	0.000531121235629361
KCTD7	0.0544609663049458	0.518013712231688	0.0155572512308804
KCTD9	0.180037003259755	0.196519480228739	0.127213137070846
KDELC1	-0.304087722728757	0.276625819077255	-0.16971357398331
KDELC2	0.585282560260387	0.00254942847852184	1.51796377899518
KDELR1	-0.197747446671463	0.265032468395793	-0.114041134143536
KDELR2	-0.400626353595966	0.000177249582064557	-1.50291562420285
KDELR3	0.905727065867812	0.00450743896753699	2.12489922882395
KDM1A	-0.30159468686367	0.00123368105980751	-0.87727775135605
KDM1B	-0.0422721344084693	0.917879050352361	-0.00157313813640731
KDM2A	-0.148349486092644	0.053213875556767	-0.188993552913196
KDM2B	-0.0058665761079188	0.761402811269192	-0.000694517686659926
KDM3A	-0.228299905872163	0.00583039808244546	-0.510090888775713
KDM3B	-0.0021237075638143	0.856383184465994	-0.000142993199256637
KDM4A	-0.119507876483529	0.217837583491699	-0.079098342312361
KDM4B	-0.367262267610589	0.00137497479697861	-1.05099636386339
KDM4C	-0.353293215479091	0.000971620731089392	-1.0642969518484
KDM4D	-0.043979427053352	0.342361245952936	-0.0204731006542452
KDM5A	-0.00759932303450728	0.720276909921771	-0.00108290738736874
KDM5B	0.450194200143134	0.00503587691939071	1.03451245915593
KDM5C	0.0220809242142961	0.933892120423601	0.000655876070624042
KDM5D	-0.687539678127927	0.0947010193293968	-0.703796791963293
KDM6A	0.232501410692213	0.0780348567780244	0.257544454391993
KDM6B	0.551758176068128	0.000137284652500606	2.13109864677142
KDSR	-0.081385482382186	0.456451881084828	-0.0277203021299798
KEAP1	-0.456165420483243	4.77670201550546e-05	-1.97103232450021
KEL	0.985048274268914	0.0157586232835836	1.77553151393503
FGF7P3	-0.301422710939819	0.016630374801047	-0.536260531009543
KHDC1	0.931005526557236	0.00456355014875292	2.17920200373874
KHDRBS1	-0.134614795293341	0.0562624690423443	-0.168239042151883
KHDRBS3	-0.692029699828789	0.00297020097604803	-1.74890725899263
KHNYN	-0.312539518530815	0.00916910700779255	-0.636853325472838
KHSRP	-0.251234443497064	0.00206105913148547	-0.67479299062467
PUM3	0.18575429026925	0.709577547194641	0.0276774143493729
KIAA0040	0.885228419291585	1.1782700142662e-05	4.36307415221228
EMC1	-0.196718552167215	0.0191060466954509	-0.338125584794446
KIAA0100	-0.177220017980967	0.107045321656228	-0.171980031162206
PCLAF	-0.796172604516935	0.00151119368854964	-2.24574803772976
DANCR	-0.350415485286394	0.0567712820602176	-0.436572595505234
DELE1	-0.60576945142377	5.92526585734857e-06	-3.16653390345058
SPIDR	-0.0703888967325468	0.662248446323484	-0.0125981380023026
KIAA0174	0.0582010832964093	0.670324931300886	0.0101103795137965
GSE1	0.118876687554763	0.348191800677649	0.0544670942628237
TMEM94	-0.572099481115588	5.03090843901537e-08	-4.17538429990808
WASHC5	0.0174601251831379	0.766947063458425	0.0020120107347519
RUBCN	0.0882559849141056	0.327157081367015	0.0428256584508281
KIAA0232	-0.127824689648433	0.312123572924877	-0.0646375492908709
BICRAL	0.0376774163005964	0.649521773869728	0.00706098463709514
SUSD6	0.772855555042357	5.24164504660372e-09	6.39965545780405
CEP170B	0.211881314426024	0.0463132252764914	0.282712172809802
AREL1	0.147704334387588	0.192639021887943	0.105646372331672
KIAA0319	0.0391314282944952	0.574780413595508	0.00941103178554064
KIAA0319L	-0.0173594113379045	0.915365408341765	-0.000666696934403225
KIAA0355	0.214343731814348	0.0424732160594092	0.294054919036035
ECPAS	-0.299824145723293	0.000216791609247205	-1.09854293665139
KIAA0391	-0.359254835032825	0.0005277652990355	-1.17747897834142
TTI1	-0.36502023256469	8.63744325172605e-06	-1.84832184933579
AP5Z1	-0.280447349991193	0.0349056870382868	-0.40864090203185
CTIF	0.0879835242952023	0.82084165499333	0.00754376127771999
MARF1	0.151120903892176	0.0962860922989517	0.153604793329373
SZT2	-0.424981619620251	6.27744939665579e-06	-2.21084651257002
EFCAB14	0.0772835560409286	0.463155897152065	0.0258337908189467
TP73-AS1	-0.0818116107728433	0.286841575760357	-0.0443711734448795
KIAA0513	0.603834624799309	0.00456355014875292	1.41339399901896
C2CD5	0.0206767162542639	0.917879050352361	0.000769474532819863
KIAA0556	0.130268807576008	0.306571687116837	0.0668888583728289
CEP104	-0.196879983113305	0.0458840463454328	-0.263492019983824
VWA8	-0.291636271144766	0.164797227641129	-0.228365810889222
KIAA0586	0.0073446151682286	0.82084165499333	0.000629731804331224
PPP1R26	-0.0101081018918998	0.720276909921771	-0.00144040964718957
ATG13	-0.328662588567393	0.000120804772159971	-1.28767238457559
CLUH	-0.494355755338761	0.00192770681636523	-1.34215561554642
CLUHP3	-0.0495430932306258	0.993639909287968	-0.000137282598079222
KIAA0753	0.557691376809758	0.000105986679071348	2.21668308366359
KIAA0754	0.965406067624748	0.00208810131130341	2.58752810082077
UFL1	-0.28337894740025	0.0261528555622799	-0.44844176739375
ATG14	-0.169262555983451	0.0147610861154733	-0.309899713893182
MAU2	-0.035632424226165	0.212010975960174	-0.0240034852185619
KIAA0895	-0.679049176317547	0.0186966050398309	-1.17355807851887
KIAA0895L	0.268906656428688	0.195209006801104	0.190789312581831
KHDC4	-0.347377674894567	0.0025804329817824	-0.899120212016878
ZSWIM8	-0.296434937611724	0.0028961782153431	-0.75240366402655
TMEM131L	-0.30457170698911	0.0522480252598576	-0.39043964467078
ICE1	0.0752403501664887	0.789056892891779	0.00774160618209722
CEP162	-0.2143626581595	0.0954953596284513	-0.218653712276707
TRAPPC8	-0.0482244579812926	0.717623625197419	-0.00694930219191241
KIAA1024	0.993663789717576	8.33984500335621e-06	5.04666140964847
WASHC4	-0.0366682160249648	0.675753214109282	-0.00624136598489772
KIAA1107	-0.249513210729564	0.107045321656228	-0.242135681090277
KIAA1109	0.0834101607191794	0.605159981036009	0.0181942416258295
KIAA1143	-0.217344211298088	0.000450153146692625	-0.727372768197655
KIAA1147	-0.0836693374505965	0.532651046807396	-0.0228883509449635
MYORG	-0.86010617366129	0.000169186073462303	-3.24400688265488
KIAA1191	-0.453346343241266	3.97097753329725e-05	-1.99522375636115
KIAA1217	0.362480570505579	0.00937758849633851	0.735077549167442
KIAA1257	0.797361640116629	0.0162755653000434	1.42605252304581
KANSL1	-0.00659778000615763	0.909984966339858	-0.000270283220732355
KIF1BP	0.154850737214536	0.340395753580695	0.0724726019331265
KANSL3	0.0360695412939347	0.772141459981984	0.00405072229709744
KIAA1324	0.727679303817216	0.0256171638367646	1.15807902060065
KIAA1328	-0.23010103451874	0.0352350436084982	-0.334342598633104
FAM214A	-0.22355770306703	0.070850438501371	-0.257014780514945
CEP126	0.951534061715592	2.33026932724693e-05	4.40807087215337
MAP10	-0.447669887901221	0.0122216297759473	-0.856334690760202
CCDC191	0.268055362490975	0.234191326308901	0.168989926077567
VIRMA	-0.307706256649532	0.00479701710350507	-0.713579650518092
CFAP97	-0.0172805331206707	0.980363365511358	-0.000148835952192045
RIC1	-0.034286164551818	0.633223251841043	-0.00680385436834546
FAM234B	-0.132407709868411	0.539899149336366	-0.035443869874805
RELCH	0.0561102054623611	0.580042439653524	0.0132723208764352
KIAA1522	0.0855382641394238	0.649521773869728	0.016030408352674
CIP2A	-0.232589514774034	0.310266004448498	-0.118217297436387
UVSSA	0.198517774897112	0.278264041723856	0.110285142577128
FAM214B	0.138245572310329	0.374412487443993	0.0589824285043977
CAMSAP3	-0.719464779329216	0.0024515720848514	-1.8782026161829
KIAA1586	-0.53201369082528	5.70235540629852e-06	-2.78985091605173
SHTN1	-0.135570131732928	0.564668735950861	-0.0336493549865114
KIAA1614	0.543426168968047	0.0915676632760577	0.564216495865843
EPG5	0.0492781662994557	0.813138372841951	0.00442693085936511
KIAA1671	0.172368433298136	0.240411899763522	0.106703651263981
IQCN	-0.730493148890343	0.0100585490685836	-1.45913425010192
GPALPP1	-0.28301941390892	0.00522277517113438	-0.645878227831675
CEP44	-0.036783320631401	0.704331523549768	-0.00559926276661612
LNPK	-0.131078439617367	0.380407297664171	-0.0550203271103483
CEP295	-0.266211085666678	0.00657708117995959	-0.580863750097394
CIPC	0.164458885874404	0.158908449792773	0.131378475840495
CFAP74	0.296038548461657	0.105321546824695	0.289372580723914
FOCAD	0.0571452251973701	0.582437249901749	0.0134148906118662
MSANTD4	0.370395617785375	0.511069896562046	0.107977619172147
KIAA1841	-0.153595352353536	0.285058562582775	-0.0837195903696309
WDR97	-0.623099296588229	0.00418724441636663	-1.48177479595644
KIAA1908	-0.140523743833203	0.527640778306911	-0.0390180542561699
MFSD4B	-0.266682290046402	0.0205842072484761	-0.449750576071909
KIAA1958	-0.606055940769211	0.0171723922668787	-1.06979127984586
CCAR2	0.00722362951586319	0.766947063458425	0.000832412137790606
KIAA2013	-0.603478378649797	4.38531641439547e-06	-3.23343658882626
USF3	-0.264519719497082	0.0329108690252352	-0.392192979201633
KIAA2026	0.273924740467011	0.0277732680627279	0.426329073954011
KIDINS220	0.163440157604396	0.14638545051724	0.136391152514562
KIF11	-0.495652854423427	0.010178127974516	-0.987505088772689
KIF12	0.137750259408471	0.574780413595508	0.0331286673208899
KIF13A	-0.0497569034176633	0.909984966339858	-0.00203833048341161
KIF13B	0.0140338173639694	0.736611592394268	0.0018631499526046
KIF14	-0.314730351339008	0.376404956686377	-0.133554145882869
KIF15	-0.81390894347244	0.00548591933954476	-1.84004511780834
KIF16B	-0.111146691537857	0.58507892015052	-0.025873343590699
KIF17	0.623375563919721	0.000366171137300668	2.14211535640171
KIF18A	-0.607471480094285	0.0552837226332416	-0.763836291766587
KIF18B	-0.611835860554297	0.033585989913649	-0.901749294644798
KIF19	0.568000989265516	0.0814141413847656	0.618723564482202
KIF1A	0.461236417168748	0.764174412434002	0.0538758766230827
KIF1B	-0.277647348287708	0.0181269605217963	-0.483571448407515
KIF1C	0.0688580753070362	0.64388470436207	0.0131651056668923
KIF20A	-0.525987715469597	0.0420785963657243	-0.723726882665741
KIF20B	-0.295362132264029	0.0280561549934258	-0.458393714210505
KIF21A	-0.332747149202378	0.0342331828552504	-0.487658489631484
KIF21B	0.537209967164612	0.0659628116882935	0.634284259850953
KIF22	-0.708236020092461	0.000334857695379988	-2.46121912177594
KIF23	-0.145480763652171	0.55961838817901	-0.0366768678126009
KIF24	-0.33781963156059	0.0401142057366922	-0.471833288296618
KIF25	-0.995091296563982	0.0467362625830475	-1.32381574624222
KIF27	0.0701868003368826	0.587480302461608	0.0162136204419904
KIF2A	0.201602626717088	0.155273125511143	0.163077111677567
KIF2C	-0.717929988996843	0.00798103668292026	-1.50617453868212
KIF3A	0.163643076608234	0.130503175807836	0.144722487290393
KIF3B	-0.054702010705266	0.237326331708951	-0.0341698338152256
KIF4A	-0.820208283584902	0.00108712238365378	-2.43086897549008
KIF4B	-0.69658252903679	3.70527871788058e-05	-3.08668195664966
KIF5B	0.256314426031885	0.00413480395950552	0.610936988208348
KIF6	-0.326314451232106	0.582437249901749	-0.076602597211417
KIF7	0.229647696284975	0.312123572924877	0.116126738339685
KIF9	-0.266526800093668	0.0445754380417061	-0.360052221722063
KIFAP3	-0.307331273922387	0.016630374801047	-0.546772443375588
KIFC1	-0.914049626340726	0.0010129536004455	-2.73703975070637
KIFC2	-0.294003990072771	0.164797227641129	-0.230219853429367
KIFC3	0.453293673101895	0.00149116139486711	1.28122339262046
KLLN	-0.233361662841814	0.070850438501371	-0.268285975983159
KIN	-0.18303501662747	0.037423032696255	-0.261165530695524
KIR2DL1	-0.0988070376965187	0.730999362194723	-0.0134459583053926
KIR2DL4	-0.354655106133253	0.356254766175138	-0.158970362441076
KIR2DS4	-0.393428760649017	0.223499622334722	-0.256013224617036
KIR3DL1	-0.176744850253095	0.44068855516947	-0.0628978766885352
KITLG	0.836748652141157	0.00113413217021097	2.46450620457228
KL	0.525326689317123	0.0326001859744391	0.781045174379219
KLC1	0.326452625046443	0.0042933594017448	0.772779553301865
KLC2	0.302849025310424	0.0235971287333127	0.492778016885573
KLC3	0.81854741955145	0.108761511069292	0.788690711871386
KLC4	-0.953431821377343	5.37919212731282e-09	-7.88419749863899
KLF10	0.358441704680443	0.0428665529584537	0.490305754488882
KLF1	-0.220528310976967	0.654641640703122	-0.0405764094462911
KLF11	-0.271935164200467	0.0615244461410225	-0.329300509069219
KLF12	-0.914250568017685	9.68367586915068e-07	-5.49826612262971
KLF13	-0.0246034921322071	0.912676239384091	-0.000976346670539543
KLF16	-0.076988608328862	0.826131376933452	-0.00638627302458565
KLF3	-0.103419058782466	0.280041773698817	-0.0571676957054464
KLF6	0.272674458084857	0.207588546814945	0.18618119596496
KLF9	-0.658201417312467	0.00497516718131505	-1.51596445003076
KLHDC10	-0.0142111204562347	0.739518225572204	-0.00186238322754867
KLHDC1	-0.462277334009926	0.0289478854491609	-0.711159663397367
KLHDC2	-0.526861615515495	5.19617800355973e-05	-2.25724163853725
KLHDC3	-0.823697231501107	5.1058469169427e-10	-7.65373883693316
KLHDC4	-0.0523812823910202	0.756111541226007	-0.00635982797912905
KLHL42	0.17688657343774	0.156491380623146	0.142483829111591
KLHDC7A	-0.0704825437327146	0.525292451580688	-0.0197068374634261
KLHDC7B	0.756634280963087	0.0162755653000434	1.35321311071917
KLHDC8B	-0.133141684042873	0.303118950256154	-0.0690189064166775
KLHDC9	-0.419636330724296	0.0665557552880774	-0.493834069935723
KLHL10	-0.855731723698496	0.000669321121839371	-2.71640523503716
KLHL11	0.300730185274908	0.247024157671722	0.182621584608182
KLHL12	-0.240014976185532	0.0116756148731665	-0.463881802112786
KLHL13	-0.449955351752691	0.0428665529584537	-0.615485573655822
KLHL15	-0.217372712849094	0.059320261694592	-0.266672179337838
KLHL17	-0.293478501583884	0.0240747302425146	-0.474976926560711
KLHL18	-0.377347218775981	0.00479701710350507	-0.875079042688514
KLHL20	0.128020362971255	0.296098223400778	0.0676669805307647
KLHL2	-0.347623201177691	0.0082653353197123	-0.724008580089025
KLHL21	-0.59403773460195	0.0022932855107469	-1.5679874745442
KLHL22	-0.0664790702575437	0.680871432105726	-0.0110976761143854
KLHL23	0.0510012788773582	0.892720877912089	0.00251356275371289
KLHL24	-0.0648185990008659	0.572316218899743	-0.0157096914554477
KLHL25	-0.299607097310476	0.037796111333801	-0.426206939268727
KLHL26	0.0313785017680634	0.193953587790252	0.0223509752875723
KLHL28	0.0853759778667085	0.728340880692036	0.0117533107205906
KLHL3	0.810046500975508	0.0277732680627279	1.26073451427498
KLHL36	0.274412028113181	0.0441372563643058	0.371881716979639
KLHL38	0.710369004925138	0.0017817997743787	1.9529046278853
KLHL5	0.455186037578099	0.0038787810913008	1.09759224553405
KLHL7	-0.179461865032053	0.0277732680627279	-0.279309603793854
KLHL8	0.122148942021806	0.374412487443993	0.052114806422272
KLHL9	0.0082049147678751	0.730999362194723	0.00111654943251108
KLRA1P	0.637851858993816	0.00261332374557199	1.64744810947122
PPP1R21	-0.00493765748110686	0.912676239384091	-0.000195942324611416
KLRB1	0.875795380220743	0.0189057377585906	1.50935133752473
KLRC1	0.348029883991439	0.386599140949411	0.1436455464303
KLRC2	0.59375782385508	0.107890923897545	0.574172774233723
KLRC3	-0.20184266217922	0.454050882434106	-0.0692109357147133
KLRD1	0.00122114465869583	0.823407315274566	0.000103046632703657
KLRF1	0.0591964135716072	0.693857488607095	0.00939623015902439
KLRG1	0.39799728097472	0.0412773224790954	0.550943051796336
KLRK1	0.327178501977254	0.274949919312016	0.183464168264017
KMO	-0.261680945391354	0.72302743813434	-0.0368565106824316
KNTC1	-0.639664521562346	0.0038787810913008	-1.54242608658579
KPNA1	-0.239054410633776	0.00333315632869162	-0.592172274748965
KPNA2	-0.360957457981638	0.00971092359888075	-0.726513320033822
KPNA3	-0.0151740875963062	0.791784767643541	-0.00153854410075748
KPNA4	-0.0235969967293503	0.941482162713302	-0.000617955877881418
KPNA5	-0.186282919486497	0.317811997608132	-0.0927371721439596
KPNA6	-0.0932538293878855	0.184790884148358	-0.068384847493529
KPNA6	-0.502926657120778	0.280041773698817	-0.278006379432575
KPNB1	-0.180989702044721	0.014121907347513	-0.334850249922115
KPTN	-0.523442684783886	0.000520942222908607	-1.71857248801117
KRAS	0.221146306447207	0.0820868945744424	0.240104333148482
KRBA1	0.314671013538393	0.51331932432203	0.0911326230559376
KRBA2	0.405449399057339	0.0494978143395029	0.52927931276222
KRCC1	-0.149483033767378	0.237326331708951	-0.0933751859606754
KREMEN1	0.067860265371755	0.960350037130397	0.00119233489045642
KREMEN2	0.648738032304788	0.0677613299158732	0.758386488250547
KRI1	-0.292660665175611	0.000192020949688725	-1.08771766706456
KRIT1	0.0521515447274813	0.949931401559711	0.00116338392247137
KRR1	-0.0638401301364077	0.612612264213499	-0.0135860934411669
KRT10	-0.285613584818265	0.0760304061764992	-0.319605225670911
KRT18	-0.045388433590694	0.580042439653524	-0.0107361904974409
KRT222	-0.935009217150895	1.1782700142662e-05	-4.60843151725291
KRT8	0.102444810669414	0.525292451580688	0.0286434502206613
KRTAP5-10	-0.673238552157227	0.0408752153582996	-0.934818622970861
KRTAP5-9	0.6109654558259	0.296098223400778	0.322934466399096
KRTAP5-8	-0.252856218977934	0.654641640703122	-0.0465246272772719
KRTAP5-8	-0.786211682823966	0.00328966077915334	-1.95204479850387
KRTAP5-9	-0.481574149633857	0.0848386012853972	-0.515961674250905
KRTCAP2	-0.668798996256193	0.000261349980445983	-2.39615801457566
KSR1	0.723839914976484	0.000261349980445983	2.59335738129048
POGLUT1	-0.27045441233645	0.0269628146755913	-0.42440646843846
KTI12	-0.261882857767811	0.00312394952665316	-0.656094073832224
KTN1	-0.195056529385182	0.0310277427407213	-0.294193974957423
KYNU	-0.100086836402947	0.678425727032129	-0.0168644008604011
L2HGDH	-0.472670750219178	0.00308340445356285	-1.18686183954077
L3MBTL1	-0.449440855582335	0.00836245925654844	-0.933787977994596
L3MBTL2	-0.414461711281991	4.62586189145464e-06	-2.21107337848336
L3MBTL3	0.460189925850257	0.0319523113177478	0.68821298535229
L3MBTL4	-0.500072644585264	0.00011147252913981	-1.97670322449568
AFG1L	-0.160386636428135	0.193953587790252	-0.114243751143996
LACTB	-0.281007098418774	0.0471960934126872	-0.372641812548647
LACTB2	-0.259718762493528	0.189948890553511	-0.187351567666884
LAG3	-0.295794383653787	0.340395753580695	-0.138436464728585
LAGE3	-0.584286373129497	0.00171023511257651	-1.61668778038821
LAIR2	-0.389460067702601	0.447607110732026	-0.135961686911475
LAMA3	-0.329524702281608	0.213523536754999	-0.22096418814717
LAMB2	0.131057427228828	0.557099733040002	0.0332973738711033
LAMB2P1	-0.335950592724446	0.132503436938265	-0.294888311465856
LAMB3	0.200751149022225	0.602778767364979	0.0441335449304765
LAMC1	0.599636771262808	0.00137497479697861	1.715983703788
LAMP1	-0.182376946247254	0.151952121935135	-0.149237820574884
LAMP2	-0.0112407021882301	0.715209560857718	-0.00163627179466775
LANCL1	-0.295678182923567	0.00733807959719828	-0.631100712157229
LANCL2	-0.346013159761411	0.000866488326723689	-1.05957439847177
CXCR4	0.0443166804555615	0.813138372841951	0.0039812130812894
LAPTM4A	-0.0662153984456113	0.615045619646128	-0.0139775852661685
LAPTM4B	0.129541768257469	0.696496930231233	0.0203485237315137
LARGE1	-0.0686401485343525	0.445359950061342	-0.0241125181834472
LARP1	-0.242192327486549	0.00612109585205244	-0.536012991948863
LARP1B	-0.425985864337658	0.00220289034915534	-1.13184747444052
LARP4	-0.388990947287069	0.000450153146692625	-1.30181255089407
LARP4B	0.0241720140060357	0.988436904957093	0.000122093999401748
LARP7	-0.150023171227716	0.0834615081071758	-0.161802056299023
LARS	-0.150821923175706	0.0552837226332416	-0.189643896529523
LARS2	-0.406741872809364	0.000216791609247205	-1.490284947989
LAS1L	-0.45853539938618	2.67912106602288e-05	-2.09642735871468
LASP1	-0.13037123584018	0.151952121935135	-0.106681899783897
CERS2	-0.702681650971049	3.17946631435724e-06	-3.86309480745014
CERS5	0.072706912936737	0.683455999441561	0.0120176849132368
CERS6	0.400201942269768	0.346312582196055	0.184305692589844
ORC3	0.325300299239447	0.150852565730688	0.267217052128118
LATS1	0.214373351565383	0.251810685200917	0.128393740778018
LATS2	0.467339551981948	0.000568927694300359	1.51649017282408
LAX1	0.560837645836771	0.0261528555622799	0.887514853969601
EHHADH	-0.500943540354829	0.848283434044919	-0.0357969315457547
LBR	-0.293873981335945	0.0154275213194979	-0.532412621860029
SKOR1	-0.495718057857332	0.014275139612771	-0.914807837693072
LCA5L	0.30380658678741	0.155273125511143	0.245750273638233
LCAT	-0.242792515884979	0.620344761635138	-0.0503471266823947
LCLAT1	-0.470786333651479	1.66740035346202e-05	-2.24939832288503
LCMT1	-0.0104336774669695	0.756111541226007	-0.00126679590209912
LCMT2	-0.204621529473471	0.0177400877994357	-0.358301349558591
LCOR	0.365075948945809	0.206209211517461	0.250329635082941
LCORL	-0.0147311647970789	0.487098696062256	-0.00460176593908604
LCP1	0.170463034873844	0.511069896562046	0.049693332692726
LCTL	-0.152112284792146	0.197836152511566	-0.107040554257308
LDB1	0.458146493948526	2.50118916839246e-05	2.10832302870092
LDHA	-0.226171962776896	0.0915676632760577	-0.234824819981357
LDLR	-0.160540261030348	0.374412487443993	-0.068494450202311
LDLRAD1	0.536822032033055	0.344333525854528	0.248559707883398
LDLRAD2	0.603005923563646	0.0834615081071758	0.650350193204451
LDLRAP1	-0.43599992387063	0.00168671571509746	-1.20900952430608
LEKR1	-0.475627283263407	0.00183160174152998	-1.30187223257104
LEMD2	-0.297451718033393	0.00155249898736963	-0.835532558109244
LEMD3	0.0869549644703156	0.374412487443993	0.0370993073359329
LENG1	-0.516127532874443	0.000100892295402339	-2.06251891003704
LENG8	0.0407081423146063	0.954998245872894	0.000814058068476107
LENG9	0.267712235278146	0.299690014954103	0.140101235470889
LEO1	-0.474317636705484	8.04730698053467e-06	-2.41633978282038
P3H1	-0.392102357586463	0.00123368105980751	-1.14054620173182
LEPROT	0.735090965202597	0.00994883742550585	1.47181946748632
LEPROTL1	0.404876467178432	0.000830355044785739	1.24731757740698
LETM1	-0.168604772981631	0.0800591621662132	-0.184890132516434
LETMD1	-0.438958055005894	9.62687521022263e-05	-1.76308146207039
LGALS4	-0.74613288044937	0.132503436938265	-0.654935189905558
LGALS8	-0.107840754425929	0.518013712231688	-0.030805654459706
LGI3	-0.257768840271263	0.892720877912089	-0.0127039590032958
LGI4	-0.247742446937697	0.504019270293759	-0.0737164733196386
LGMN	0.13031594386287	0.255104578414964	0.0773140708299855
LGR4	-0.0395918903414567	0.766947063458425	-0.0045623560851134
LGR5	-0.212579020707796	0.879138385327163	-0.0118922565359045
EIF2D	-0.486912009659252	8.75465792664232e-05	-1.97577247488489
LHPP	-0.772444425709427	0.00200672696615696	-2.08367788621766
LHX3	-0.817331809190541	0.0319523113177478	-1.2223178579738
LHX4	-0.462039691648334	0.0734137058378786	-0.524055977121296
LHX9	0.77806488740884	0.0962860922989517	0.790853503050444
LIAS	-0.445516720790981	0.00126665298723973	-1.29081446202885
LIG1	-0.49574011244517	0.000491451845707209	-1.6401655957348
LIG3	-0.374935325284048	0.000213487665350398	-1.37624780776181
LIG4	-0.104202584525476	0.615045619646128	-0.0219964018091098
LILRB3	0.824859038551941	0.000513648750495259	2.7132366860624
LILRB2	0.819044131674957	0.000406683854565646	2.77716821254703
LILRB3	0.86507424559765	6.05874506863756e-05	3.64855212196917
LILRB5	0.0498355869990246	0.56961683524767	0.0121806738093189
LIMA1	0.850559314215181	9.19780454003696e-09	6.83536327585187
LIMD1	-0.418949637940155	0.00807515157945943	-0.876798463509925
LIMD2	0.968502441859939	0.000344848661431902	3.35331520921367
LIMK1	0.856558327296846	1.05743108607491e-05	4.26201832094855
LIMK2	0.862099419830076	8.95462374263892e-07	5.2139364773743
